[-0.1268195978, -1.7754743691999997, 10.0187482262]; [-2.515625, -1.1953125, 5.0703125]; [-31.5, -21.700000000000003, -92.30000000000001]; 0.19666015899997547
[-0.1268195978, -1.7802600144, 10.006784113199998]; [-2.1875, -1.421875, 5.1875]; [-31.6, -21.3, -90.10000000000001]; 0.20636278199998515
[-0.11724830739999999, -1.7802600144, 10.006784113199998]; [-2.03125, -1.7421875, 5.1640625]; [-32.4, -22.6, -91.5]; 0.21604955399999426
[-0.08135596839999999, -1.8400805794, 10.001998467999998]; [-0.9609375, -1.78125, 5.09375]; [-32.2, -22.1, -91.4]; 0.22574538099996744
[-0.0669990328, -1.8281164663999998, 9.9756774194]; [0.0546875, -1.65625, 4.890625]; [-31.400000000000002, -23.3, -91.80000000000001]; 0.2354313189999857
[-0.023928225999999997, -1.8185451759999998, 9.9684989516]; [0.9765625, -1.09375, 5.1171875]; [-31.5, -22.5, -91.60000000000001]; 0.24517579399997658
[-0.026321048599999997, -1.7874384821999998, 9.9804630646]; [1.0078125, -0.5859375, 5.234375]; [-31.700000000000003, -21.8, -92.0]; 0.2548705840000025
[-0.035892338999999995, -1.7276179172, 9.9708917742]; [0.953125, -0.0859375, 5.5859375]; [-31.900000000000002, -22.200000000000003, -90.7]; 0.26456646700000874
[-0.0334995164, -1.7084753364, 9.9756774194]; [0.7109375, -0.0234375, 5.5390625]; [-31.5, -21.400000000000002, -92.5]; 0.2742828129999566
[-0.05982056499999999, -1.6845471103999998, 9.963713306399999]; [0.21875, 0.40625, 5.578125]; [-31.700000000000003, -22.400000000000002, -92.5]; 0.28397256599998855
[-0.07178467799999999, -1.6701901747999999, 9.990034354999999]; [0.21875, 0.3203125, 5.3828125]; [-31.700000000000003, -22.3, -91.9]; 0.29371035599996276
[-0.0885344362, -1.6821542877999998, 10.006784113199998]; [-0.2578125, -0.0546875, 5.671875]; [-31.8, -22.3, -91.5]; 0.30351120099999207
[-0.11485548479999999, -1.6917255781999998, 9.9924271776]; [-1.25, -0.0546875, 5.53125]; [-31.900000000000002, -22.3, -90.4]; 0.313197453999976
[-0.1363908882, -1.7324035624, 10.0354979844]; [-1.640625, -0.2109375, 5.21875]; [-31.700000000000003, -21.900000000000002, -89.7]; 0.32288881799996716
[-0.12442677519999999, -1.7682959014, 10.009176935799998]; [-2.09375, -0.859375, 5.140625]; [-31.200000000000003, -22.0, -90.9]; 0.33257799699998714
[-0.1004985492, -1.7874384821999998, 9.9924271776]; [-2.21875, -1.34375, 5.140625]; [-31.400000000000002, -21.900000000000002, -92.60000000000001]; 0.3423226759999807
[-0.0861416136, -1.7994025951999997, 9.990034354999999]; [-1.8828125, -1.625, 5.015625]; [-31.400000000000002, -21.3, -91.0]; 0.3520124469999928
[-0.05982056499999999, -1.8137595307999999, 9.985248709799999]; [-1.3671875, -1.625, 5.140625]; [-32.1, -21.700000000000003, -91.0]; 0.3617044220000025
[-0.031106693799999998, -1.8017954178, 9.961320483799998]; [-0.5625, -1.6484375, 5.1875]; [-32.1, -21.700000000000003, -91.0]; 0.37143704599998273
[-0.0167497582, -1.7850456595999997, 9.949356370799999]; [0.21875, -1.1171875, 5.21875]; [-31.6, -22.400000000000002, -91.7]; 0.38117090999998027
[-0.023928225999999997, -1.7563317884, 9.9517491934]; [0.6796875, -0.859375, 5.359375]; [-32.1, -22.900000000000002, -92.0]; 0.3908784589999641
[-0.0191425808, -1.722832272, 9.9708917742]; [0.5546875, -0.1015625, 5.453125]; [-32.0, -22.0, -92.10000000000001]; 0.40058998999995765
[-0.0334995164, -1.6845471103999998, 9.9828558872]; [0.5234375, 0.4609375, 5.6171875]; [-31.3, -22.3, -92.2]; 0.41028076099996724
[-0.0861416136, -1.6821542877999998, 9.9924271776]; [0.1015625, 0.5078125, 5.7734375]; [-31.8, -22.200000000000003, -92.4]; 0.4199719590000086
[-0.09571290399999999, -1.67497582, 10.021141048799999]; [-0.6484375, 0.3359375, 5.8515625]; [-31.900000000000002, -21.700000000000003, -90.60000000000001]; 0.42969035999999505
[-0.1387837108, -1.7108681589999999, 10.0163554036]; [-1.0625, 0.09375, 5.71875]; [-31.700000000000003, -21.6, -92.5]; 0.4394961489999787
[-0.1387837108, -1.7252250945999998, 10.009176935799998]; [-1.6484375, -0.0078125, 5.6328125]; [-31.900000000000002, -20.900000000000002, -91.10000000000001]; 0.4491883469999607
[-0.1363908882, -1.7252250945999998, 10.009176935799998]; [-1.8515625, -0.4296875, 5.6875]; [-31.8, -22.400000000000002, -90.9]; 0.45887758099996745
[-0.1292124204, -1.7539389657999997, 10.004391290600001]; [-2.0078125, -1.390625, 5.21875]; [-31.8, -22.0, -91.0]; 0.46858870500000194
[-0.11964112999999998, -1.7970097725999998, 10.001998467999998]; [-2.140625, -1.5234375, 5.2890625]; [-31.0, -21.6, -90.9]; 0.47829066099996
[-0.0885344362, -1.8113667081999998, 10.0163554036]; [-1.4765625, -1.75, 5.21875]; [-31.1, -21.700000000000003, -91.2]; 0.48799972899996646
[-0.0334995164, -1.8233308212, 9.994820000199999]; [-0.8984375, -1.6328125, 5.2421875]; [-31.400000000000002, -21.400000000000002, -92.10000000000001]; 0.4983438309999997
[-0.0167497582, -1.8041882403999998, 9.9804630646]; [-0.2109375, -1.2734375, 5.296875]; [-31.200000000000003, -22.200000000000003, -93.0]; 0.5080772879999813
[-0.0191425808, -1.8065810629999999, 9.966106128999998]; [0.7734375, -0.921875, 5.4296875]; [-31.900000000000002, -20.8, -91.80000000000001]; 0.5177643929999931
[-0.011964112999999998, -1.7563317884, 9.9469635482]; [0.8046875, -0.1796875, 5.5078125]; [-31.700000000000003, -21.200000000000003, -91.5]; 0.5275004789999684
[-0.0215354034, -1.722832272, 9.985248709799999]; [0.640625, 0.4375, 5.6796875]; [-32.0, -21.900000000000002, -92.0]; 0.5371936209999717
[-0.057427742399999995, -1.6965112233999997, 9.985248709799999]; [0.2890625, 0.78125, 5.4765625]; [-31.900000000000002, -22.400000000000002, -91.2]; 0.5468780399999673
[-0.09810572659999998, -1.6941184007999999, 10.001998467999998]; [-0.0625, 0.703125, 5.921875]; [-31.3, -21.400000000000002, -91.30000000000001]; 0.5565673669999569
[-0.09810572659999998, -1.6821542877999998, 10.013962581]; [-0.6328125, 0.265625, 5.8671875]; [-31.1, -22.0, -91.7]; 0.5664959339999882
[-0.1363908882, -1.7156538041999998, 10.037890806999998]; [-1.671875, 0.140625, 5.6640625]; [-31.200000000000003, -20.6, -93.10000000000001]; 0.5762290760000042
[-0.1363908882, -1.7276179172, 10.0163554036]; [-1.9921875, -0.2578125, 5.53125]; [-31.400000000000002, -21.0, -92.0]; 0.585935347999964
[-0.11485548479999999, -1.7491533205999998, 10.030712339199999]; [-2.484375, -0.8984375, 5.3828125]; [-31.8, -21.0, -91.10000000000001]; 0.5956694149999748
[-0.1004985492, -1.7730815465999998, 10.0187482262]; [-2.5703125, -1.6953125, 5.2109375]; [-32.300000000000004, -21.400000000000002, -91.10000000000001]; 0.6053947049999806
[-0.062213387599999996, -1.7826528369999999, 9.9804630646]; [-1.6328125, -1.4453125, 5.0703125]; [-30.8, -27.200000000000003, -90.2]; 0.61509479099999
[-0.062213387599999996, -1.8065810629999999, 9.9684989516]; [-0.75, -1.375, 5.15625]; [-30.8, -27.200000000000003, -90.2]; 0.624787284999968
[-0.035892338999999995, -1.7946169499999998, 9.9708917742]; [-0.4609375, -1.25, 5.3515625]; [-32.300000000000004, -20.700000000000003, -90.5]; 0.6344735199999718
[-0.007178467799999999, -1.7970097725999998, 9.978070242]; [-0.3046875, -0.8359375, 5.4609375]; [-31.900000000000002, -21.5, -90.9]; 0.6441692729999886
[-0.014356935599999999, -1.7563317884, 9.958927661199999]; [0.71875, -0.1328125, 5.8671875]; [-31.700000000000003, -21.8, -91.0]; 0.6538568959999793
[-0.0191425808, -1.7300107397999998, 9.978070242]; [1.03125, 0.125, 5.921875]; [-31.6, -21.1, -91.30000000000001]; 0.6635472229999664
[-0.0334995164, -1.6965112233999997, 9.9756774194]; [1.1328125, 0.484375, 6.0546875]; [-32.4, -21.400000000000002, -91.10000000000001]; 0.673231401999999
[-0.09332008139999999, -1.6797614652, 9.997212822799998]; [0.4375, 0.78125, 5.9609375]; [-31.900000000000002, -21.200000000000003, -91.2]; 0.6829192109999553
[-0.09332008139999999, -1.6917255781999998, 10.004391290600001]; [-0.546875, 0.9453125, 5.921875]; [-31.700000000000003, -21.3, -91.7]; 0.6926060199999711
[-0.13160524299999998, -1.6917255781999998, 10.021141048799999]; [-0.8046875, 0.3203125, 5.8125]; [-31.3, -21.8, -91.30000000000001]; 0.7023146980000092
[-0.14117653339999997, -1.6917255781999998, 10.021141048799999]; [-1.6875, -0.3125, 5.6484375]; [-31.1, -21.3, -89.9]; 0.7120105629999784
[-0.14356935599999998, -1.7300107397999998, 10.0522477426]; [-2.1328125, -0.84375, 5.65625]; [-31.8, -20.6, -89.10000000000001]; 0.7216939269999898
[-0.1363908882, -1.7491533205999998, 10.0354979844]; [-2.1875, -1.4375, 5.2578125]; [-32.1, -20.900000000000002, -89.60000000000001]; 0.7313883649999866
[-0.10289137179999999, -1.7706887239999998, 10.0163554036]; [-1.6171875, -1.8828125, 5.4140625]; [-32.1, -21.400000000000002, -91.60000000000001]; 0.7410725619999994
[-0.0669990328, -1.7922241274, 9.985248709799999]; [-1.15625, -1.734375, 5.171875]; [-31.6, -21.3, -91.60000000000001]; 0.7507594449999715
[-0.057427742399999995, -1.7994025951999997, 9.990034354999999]; [-1.0546875, -1.4453125, 5.234375]; [-32.6, -21.900000000000002, -89.9]; 0.760445457000003
[-0.035892338999999995, -1.7994025951999997, 9.985248709799999]; [-0.21875, -0.6875, 5.625]; [-31.200000000000003, -21.0, -90.0]; 0.7701331359999699
[-0.0191425808, -1.7778671918, 9.958927661199999]; [0.7890625, -0.421875, 5.8125]; [-31.3, -21.6, -89.2]; 0.779818296999963
[-0.0167497582, -1.7682959014, 9.966106128999998]; [0.6875, 0.4609375, 5.8828125]; [-32.2, -21.3, -90.4]; 0.7894972720000055
[-0.028713871199999998, -1.7491533205999998, 9.961320483799998]; [0.7421875, 0.75, 6.0]; [-31.200000000000003, -20.700000000000003, -92.30000000000001]; 0.7991767659999596
[-0.040677984199999996, -1.7300107397999998, 9.9924271776]; [0.796875, 1.03125, 6.1953125]; [-31.400000000000002, -20.900000000000002, -91.5]; 0.8088976479999701
[-0.08374879099999999, -1.7108681589999999, 9.994820000199999]; [0.2421875, 0.8828125, 6.1875]; [-31.5, -22.0, -91.4]; 0.8185870679999994
[-0.10528419439999999, -1.7252250945999998, 10.0115697584]; [-0.3828125, 0.453125, 6.0]; [-32.2, -21.1, -91.5]; 0.8282682099999761
[-0.1292124204, -1.6941184007999999, 10.009176935799998]; [-1.140625, 0.171875, 5.71875]; [-31.1, -21.700000000000003, -91.60000000000001]; 0.837946278000004
[-0.13160524299999998, -1.7395820301999998, 10.0187482262]; [-1.359375, -0.4140625, 5.5859375]; [-31.1, -21.700000000000003, -91.60000000000001]; 0.847634548999963
[-0.107677017, -1.7515461431999997, 10.0235338714]; [-1.8046875, -1.0234375, 5.625]; [-31.200000000000003, -20.700000000000003, -90.60000000000001]; 0.8573213569999893
[-0.09092725879999998, -1.7395820301999998, 9.997212822799998]; [-1.6875, -1.5390625, 5.671875]; [-31.200000000000003, -20.700000000000003, -90.60000000000001]; 0.8675649779999617
[-0.05982056499999999, -1.7826528369999999, 9.9876415324]; [-1.75, -1.609375, 5.46875]; [-30.900000000000002, -21.1, -91.4]; 0.8774168779999627
[-0.04546362939999999, -1.7970097725999998, 9.9732845968]; [-1.4609375, -1.0703125, 5.375]; [-31.400000000000002, -20.5, -91.7]; 0.8871138719999863
[-0.023928225999999997, -1.7922241274, 9.954142015999999]; [-0.4375, -1.0234375, 5.671875]; [-31.8, -20.3, -91.10000000000001]; 0.8967988659999833
[-0.0095712904, -1.7850456595999997, 9.985248709799999]; [-0.0390625, -0.3125, 5.6796875]; [-31.6, -21.200000000000003, -91.4]; 0.9065095999999926
[-0.007178467799999999, -1.7563317884, 9.954142015999999]; [0.6875, 0.484375, 5.78125]; [-32.300000000000004, -21.900000000000002, -91.2]; 0.9161962599999924
[-0.0215354034, -1.7587246109999999, 9.9732845968]; [0.78125, 1.0234375, 6.0703125]; [-31.400000000000002, -21.3, -90.9]; 0.9258795689999602
[-0.05503491979999999, -1.7324035624, 9.9828558872]; [0.6875, 1.2109375, 6.234375]; [-31.6, -21.1, -91.9]; 0.9355521919999887
[-0.05503491979999999, -1.7180466267999999, 9.999605645399999]; [0.203125, 0.984375, 5.890625]; [-32.5, -21.900000000000002, -90.9]; 0.9452790930000106
[-0.1004985492, -1.7180466267999999, 10.033105161799998]; [0.203125, 0.75, 6.171875]; [-31.200000000000003, -20.900000000000002, -92.60000000000001]; 0.9549638830000049
[-0.1292124204, -1.7180466267999999, 10.033105161799998]; [-0.671875, 0.34375, 5.8984375]; [-32.2, -21.1, -92.0]; 0.964655190999963
[-0.1292124204, -1.6893327556, 10.04985492]; [-1.109375, 0.34375, 5.8046875]; [-32.0, -20.3, -90.2]; 0.9743368889999715
[-0.15074782379999999, -1.7156538041999998, 10.0235338714]; [-1.1015625, -0.3828125, 5.78125]; [-31.400000000000002, -20.3, -91.10000000000001]; 0.9840181419999681
[-0.13160524299999998, -1.746760498, 10.021141048799999]; [-1.5546875, -0.703125, 5.78125]; [-31.200000000000003, -20.900000000000002, -90.5]; 0.9937034129999915
[-0.07417750059999999, -1.7539389657999997, 10.009176935799998]; [-1.8984375, -1.1953125, 5.78125]; [-31.0, -20.3, -90.4]; 1.003441850999991
[-0.0646062102, -1.7659030788, 9.990034354999999]; [-1.8359375, -1.4921875, 5.4765625]; [-31.3, -21.200000000000003, -91.5]; 1.013152510999987
[-0.052642097199999995, -1.7730815465999998, 9.9924271776]; [-1.265625, -1.296875, 5.5390625]; [-30.900000000000002, -20.0, -91.5]; 1.0228411709999818
[-0.014356935599999999, -1.7802600144, 9.9565348386]; [-0.7578125, -1.0, 5.46875]; [-31.3, -20.900000000000002, -89.4]; 1.0325290719999884
[0.0047856452, -1.7970097725999998, 9.961320483799998]; [-0.5234375, -0.40625, 5.578125]; [-30.8, -21.1, -91.7]; 1.0422122329999866
[-0.0191425808, -1.7682959014, 9.978070242]; [0.1328125, 0.4375, 5.8828125]; [-30.900000000000002, -21.200000000000003, -90.80000000000001]; 1.0518946519999872
[-0.04546362939999999, -1.7659030788, 10.004391290600001]; [0.4296875, 1.0625, 5.953125]; [-32.4, -20.700000000000003, -91.60000000000001]; 1.061580441999979
[-0.0430708068, -1.7204394494, 10.013962581]; [0.6953125, 1.046875, 6.1875]; [-32.0, -20.3, -90.7]; 1.0712660469999946
[-0.09092725879999998, -1.7204394494, 10.006784113199998]; [0.171875, 1.2734375, 6.109375]; [-31.400000000000002, -20.700000000000003, -91.30000000000001]; 1.0809455589999857
[-0.1268195978, -1.7204394494, 10.0115697584]; [-0.3515625, 0.9296875, 6.1796875]; [-31.400000000000002, -21.3, -91.7]; 1.0906306640000025
[-0.13160524299999998, -1.6965112233999997, 10.025926693999999]; [-0.015625, 0.4609375, 6.078125]; [-32.0, -20.700000000000003, -91.2]; 1.100482526999997
[-0.1363908882, -1.7180466267999999, 10.030712339199999]; [-0.3671875, 0.015625, 5.9921875]; [-32.0, -20.700000000000003, -91.2]; 1.1102262429999996
[-0.11724830739999999, -1.7300107397999998, 10.009176935799998]; [-1.203125, -0.65625, 5.734375]; [-31.200000000000003, -20.0, -91.5]; 1.119918365999979
[-0.11724830739999999, -1.7419748527999996, 10.001998467999998]; [-1.4765625, -1.46875, 5.6015625]; [-31.3, -20.1, -90.0]; 1.1296095820000005
[-0.0646062102, -1.7635102561999998, 9.985248709799999]; [-2.046875, -1.4296875, 5.375]; [-31.700000000000003, -19.900000000000002, -92.30000000000001]; 1.1392944269999816
[-0.0382851616, -1.7922241274, 9.958927661199999]; [-1.0234375, -1.4296875, 5.375]; [-31.700000000000003, -21.200000000000003, -90.4]; 1.148986994999973
[-0.026321048599999997, -1.7730815465999998, 9.9684989516]; [-0.8515625, -1.25, 5.59375]; [-32.4, -20.8, -91.10000000000001]; 1.158671136999999
[-0.007178467799999999, -1.7635102561999998, 9.9732845968]; [-0.515625, -0.75, 5.9140625]; [-32.300000000000004, -20.400000000000002, -91.5]; 1.168353629999956
[-0.007178467799999999, -1.7826528369999999, 9.9732845968]; [-0.1875, 0.2890625, 5.921875]; [-30.200000000000003, -20.0, -90.5]; 1.1780406609999545
[-0.0215354034, -1.7826528369999999, 9.9684989516]; [0.71875, 0.8828125, 6.0390625]; [-32.7, -21.0, -91.2]; 1.187728284000002
[-0.0430708068, -1.7587246109999999, 9.9684989516]; [0.4765625, 1.046875, 6.1328125]; [-32.6, -20.0, -91.4]; 1.1974075559999733
[-0.0646062102, -1.7491533205999998, 9.990034354999999]; [0.75, 1.25, 6.234375]; [-30.8, -21.0, -92.30000000000001]; 1.2071063639999693
[-0.09571290399999999, -1.7276179172, 10.004391290600001]; [0.46875, 1.0078125, 6.15625]; [-31.700000000000003, -20.0, -91.7]; 1.2167910800000072
[-0.1292124204, -1.722832272, 10.025926693999999]; [-0.1171875, 0.71875, 6.328125]; [-31.200000000000003, -21.0, -89.60000000000001]; 1.2264749439999605
[-0.13160524299999998, -1.7060825137999998, 10.037890806999998]; [-0.421875, 0.3828125, 6.25]; [-32.1, -21.200000000000003, -91.80000000000001]; 1.2361580119999758
[-0.12442677519999999, -1.7395820301999998, 10.013962581]; [-1.1015625, -0.6171875, 5.8046875]; [-32.1, -20.200000000000003, -91.60000000000001]; 1.249216452999974
[-0.12442677519999999, -1.7300107397999998, 9.990034354999999]; [-1.71875, -1.09375, 5.7734375]; [-32.0, -20.5, -91.9]; 1.2589282989999901
[-0.09332008139999999, -1.7300107397999998, 9.9924271776]; [-1.34375, -1.4453125, 5.578125]; [-31.900000000000002, -20.200000000000003, -91.5]; 1.2686280510000074
[-0.0693918554, -1.7611174335999997, 9.9924271776]; [-1.15625, -1.0234375, 5.546875]; [-31.400000000000002, -20.6, -90.80000000000001]; 1.2783226379999633
[-0.0334995164, -1.7802600144, 9.9756774194]; [-1.046875, -0.9921875, 5.515625]; [-32.1, -20.3, -91.30000000000001]; 1.288025742000002
[-0.0167497582, -1.7970097725999998, 9.985248709799999]; [-0.6015625, -0.5859375, 5.90625]; [-31.200000000000003, -20.400000000000002, -91.9]; 1.297715883999956
[-0.007178467799999999, -1.7754743691999997, 9.9445707256]; [-0.5546875, 0.015625, 6.15625]; [-32.0, -21.900000000000002, -91.10000000000001]; 1.3074357659999691
[-0.0334995164, -1.7563317884, 9.9684989516]; [0.1875, 0.6171875, 6.0546875]; [-32.2, -20.6, -91.2]; 1.3171355380000023
[-0.031106693799999998, -1.7754743691999997, 9.9565348386]; [0.234375, 1.2578125, 6.453125]; [-31.8, -20.700000000000003, -91.10000000000001]; 1.326818401999958
[-0.0765703232, -1.7611174335999997, 9.985248709799999]; [0.625, 0.9765625, 6.3515625]; [-32.0, -20.5, -92.0]; 1.3365089879999914
[-0.09810572659999998, -1.7252250945999998, 10.006784113199998]; [0.4765625, 1.0234375, 6.09375]; [-31.6, -20.700000000000003, -91.30000000000001]; 1.3461960930000032
[-0.11724830739999999, -1.7324035624, 10.0115697584]; [0.3515625, 0.796875, 5.984375]; [-32.5, -19.5, -90.2]; 1.355890197000008
[-0.11964112999999998, -1.7180466267999999, 10.0474620974]; [-0.1171875, 0.2734375, 5.8984375]; [-31.700000000000003, -20.400000000000002, -90.7]; 1.3656256719999647
[-0.14356935599999998, -1.7371892076, 10.042676452199998]; [-0.34375, -0.3203125, 5.734375]; [-31.700000000000003, -20.1, -91.10000000000001]; 1.3753272579999702
[-0.13160524299999998, -1.7252250945999998, 10.0115697584]; [-0.859375, -1.015625, 5.828125]; [-30.6, -19.700000000000003, -90.7]; 1.3850141219999728
[-0.08135596839999999, -1.7252250945999998, 9.9924271776]; [-1.1484375, -1.5, 5.71875]; [-31.3, -20.700000000000003, -92.10000000000001]; 1.3946981899999855
[-0.07178467799999999, -1.7539389657999997, 9.994820000199999]; [-1.734375, -1.5, 5.7578125]; [-31.5, -19.5, -91.0]; 1.4043938499999626
[-0.035892338999999995, -1.7563317884, 9.978070242]; [-1.8125, -1.1171875, 5.859375]; [-32.0, -20.6, -91.4]; 1.4141054739999959
[-0.0167497582, -1.7826528369999999, 9.9732845968]; [-0.875, -0.8359375, 5.65625]; [-32.0, -20.6, -91.4]; 1.4237909489999652
[-0.0215354034, -1.7850456595999997, 9.954142015999999]; [-0.28125, -0.296875, 5.96875]; [-31.400000000000002, -20.200000000000003, -90.2]; 1.4334508679999658
[-0.035892338999999995, -1.7754743691999997, 9.963713306399999]; [-0.265625, 0.3203125, 6.0546875]; [-31.3, -20.400000000000002, -90.5]; 1.4431465099999627
[-0.052642097199999995, -1.7802600144, 9.990034354999999]; [0.0078125, 0.8515625, 6.3359375]; [-30.8, -20.5, -90.7]; 1.4528354479999734
[-0.0646062102, -1.7659030788, 9.9684989516]; [0.7421875, 0.984375, 6.2890625]; [-31.0, -20.3, -91.30000000000001]; 1.4625268119999646
[-0.09810572659999998, -1.7491533205999998, 10.0354979844]; [0.5625, 0.921875, 6.3203125]; [-32.5, -19.8, -90.80000000000001]; 1.4722019539999565
[-0.09810572659999998, -1.7108681589999999, 10.025926693999999]; [0.71875, 0.921875, 6.5546875]; [-31.8, -19.400000000000002, -90.9]; 1.4818856509999705
[-0.14117653339999997, -1.7108681589999999, 10.0235338714]; [0.265625, 0.4375, 6.1484375]; [-30.8, -20.200000000000003, -91.10000000000001]; 1.4915709229999834
[-0.14356935599999998, -1.7204394494, 10.0235338714]; [-0.0625, -0.1875, 5.7578125]; [-31.6, -19.700000000000003, -91.4]; 1.5012545650000106
[-0.1339980656, -1.686939933, 10.030712339199999]; [-0.5546875, -1.1328125, 5.9375]; [-31.900000000000002, -19.3, -91.0]; 1.5109635210000079
[-0.10528419439999999, -1.7132609816, 10.009176935799998]; [-0.96875, -1.375, 5.75]; [-30.900000000000002, -20.5, -91.2]; 1.5206448479999608
[-0.08374879099999999, -1.722832272, 9.994820000199999]; [-1.3828125, -1.453125, 5.5546875]; [-31.1, -20.3, -90.7]; 1.5303223969999635
[-0.0669990328, -1.7347963849999999, 10.021141048799999]; [-1.40625, -1.171875, 5.7421875]; [-31.5, -20.400000000000002, -90.7]; 1.5400007609999875
[-0.023928225999999997, -1.7563317884, 9.9924271776]; [-0.6484375, -1.0, 5.8359375]; [-32.1, -19.900000000000002, -92.9]; 1.5496890139999664
[-0.0047856452, -1.7778671918, 9.9756774194]; [-0.7890625, -0.2890625, 6.0625]; [-31.5, -20.700000000000003, -91.10000000000001]; 1.5594275819999552
[-0.0191425808, -1.8017954178, 9.985248709799999]; [-0.6875, 0.109375, 6.1171875]; [-31.8, -18.6, -90.80000000000001]; 1.5691050009999685
[-0.0215354034, -1.7826528369999999, 9.9684989516]; [-0.0859375, 0.53125, 6.3046875]; [-31.200000000000003, -20.0, -91.7]; 1.5787861989999783
[-0.040677984199999996, -1.7850456595999997, 9.978070242]; [0.5859375, 0.828125, 6.6953125]; [-31.200000000000003, -19.8, -90.80000000000001]; 1.5884622479999848
[-0.08374879099999999, -1.7611174335999997, 9.9924271776]; [0.8125, 0.8359375, 6.3828125]; [-31.8, -20.0, -88.7]; 1.5981466860000069
[-0.0789631458, -1.7539389657999997, 10.009176935799998]; [0.46875, 0.8125, 6.5859375]; [-31.900000000000002, -19.5, -91.10000000000001]; 1.607821457
[-0.12442677519999999, -1.7252250945999998, 10.0235338714]; [0.859375, 0.4453125, 6.34375]; [-31.400000000000002, -20.400000000000002, -89.7]; 1.6180285039999944
[-0.1387837108, -1.7276179172, 10.042676452199998]; [0.1953125, -0.2421875, 6.078125]; [-30.8, -19.700000000000003, -90.80000000000001]; 1.627711756999986
[-0.1292124204, -1.698904046, 10.025926693999999]; [-0.609375, -0.9453125, 6.1171875]; [-30.900000000000002, -18.900000000000002, -90.9]; 1.6373945290000052
[-0.11485548479999999, -1.7204394494, 10.0163554036]; [-0.421875, -1.1796875, 5.78125]; [-30.900000000000002, -18.900000000000002, -90.9]; 1.6472607069999867
[-0.09332008139999999, -1.7276179172, 10.0163554036]; [-1.1484375, -1.765625, 5.671875]; [-31.0, -19.5, -90.5]; 1.6569742369999858
[-0.04546362939999999, -1.7371892076, 9.9876415324]; [-1.3828125, -1.453125, 5.671875]; [-31.8, -20.200000000000003, -91.9]; 1.6666587489999642
[-0.0334995164, -1.7611174335999997, 9.9828558872]; [-1.25, -1.2265625, 6.0]; [-31.1, -19.700000000000003, -91.5]; 1.6763411689999543
